"ID","ID_wyrobu","ID_licznik","ID_typskladnika","ID_skladnika","Naważka","Poziom"
891,376,3,2,196,9.00,0
892,376,4,1,259,9.00,0
893,377,1,1,8,0.20,0
894,377,2,2,206,5.00,0
895,377,3,2,205,9.00,0
896,377,4,1,258,9.00,0
897,378,1,2,172,11.00,0
898,378,2,1,188,15.00,0
899,378,3,2,171,18.00,0
900,379,1,2,185,11.00,0
901,379,2,1,188,15.00,0
902,379,3,2,184,18.00,0
903,380,1,2,185,10.00,0
904,380,2,1,188,15.00,0
905,380,3,2,184,18.00,0
906,381,1,1,8,0.20,0
907,381,2,2,202,5.00,0
908,381,3,2,201,9.00,0
909,381,4,1,221,9.00,0
910,382,1,2,301,15.00,1
911,382,2,1,506,10.00,2
912,382,3,3,64,7.50,3
913,382,4,1,345,8.50,4
914,383,1,1,8,8.00,0
915,383,2,1,87,60.00,0
916,383,3,3,70,102.00,0
917,383,4,1,506,230.00,0
918,383,5,2,203,270.00,0
919,384,1,1,8,8.00,0
920,384,2,3,70,162.00,0
921,384,3,1,506,230.00,0
922,384,4,2,204,270.00,0
923,385,1,2,219,550.00,1
924,385,2,1,506,480.00,2
925,385,3,3,75,230.00,3
926,385,4,3,103,6.00,4
927,385,5,3,130,6.00,4
928,385,6,3,87,6.00,4
929,385,7,1,257,10.00,4
930,386,1,2,222,0.00,0
931,387,1,2,223,0.00,0
932,388,1,2,221,0.00,0
933,389,1,5,552,60.00,1
934,389,2,5,551,60.00,1
935,389,3,5,572,60.00,1
936,390,1,2,61,15.00,1
937,390,2,1,506,10.00,2
938,390,3,3,64,8.00,3
939,390,4,1,65,8.00,4
940,391,1,2,99,195.00,1
941,391,2,1,506,165.00,2
942,391,3,3,64,73.00,3
943,391,4,1,94,42.00,4
944,391,5,1,176,6.00,5
945,392,1,2,100,195.00,1
946,392,2,1,506,165.00,2
947,392,3,3,64,115.00,3
948,392,4,1,193,6.00,4
949,393,1,1,145,1.20,0
950,393,2,1,118,8.50,0
951,393,3,2,217,9.00,0
952,394,1,1,269,2.50,0
953,394,2,2,217,8.50,0
954,394,3,1,268,9.00,0
955,395,1,3,75,230.00,0
956,395,2,2,219,550.00,0
957,395,3,1,272,0.00,0
958,396,1,1,8,0.20,0
959,396,2,2,206,5.00,0
960,396,3,2,205,9.00,0
961,396,4,1,258,9.00,0
962,397,1,2,61,0.00,0
963,397,2,1,506,0.00,0
964,397,3,1,67,0.30,0
965,397,4,3,64,8.00,0
966,397,5,1,65,8.00,0
967,398,1,2,125,0.00,0
968,398,2,1,67,3.00,0
969,398,3,1,65,70.00,0
970,398,4,3,62,115.00,0
971,398,5,1,506,160.00,0
972,399,1,5,569,60.00,1
973,399,2,5,570,60.00,1
974,399,3,5,571,60.00,1
975,400,1,3,75,0.00,0
976,400,2,1,506,0.00,0
977,400,3,2,219,0.00,0
978,401,1,3,75,0.00,0
979,401,2,1,506,0.00,0
980,401,3,2,219,0.00,0
981,402,1,2,100,195.00,1
982,402,2,1,506,228.00,2
983,402,3,3,64,162.00,3
984,403,1,2,99,195.00,1
985,403,2,1,506,228.00,2
986,403,3,3,64,102.00,3
987,403,4,1,94,60.00,4
988,404,1,2,214,550.00,1
989,404,2,1,506,490.00,2
990,404,3,3,72,250.00,3
991,404,4,1,276,120.00,4
992,405,1,1,506,0.00,0
993,406,1,2,134,24.00,1
994,406,2,1,506,13.00,2
995,406,3,3,69,7.00,3
996,406,4,1,226,4.00,4
997,406,5,1,193,1.00,5
998,407,1,3,79,0.60,0
999,407,2,3,86,2.00,0
1000,407,3,3,103,6.50,0
1001,407,4,3,77,7.80,0
1002,407,5,3,81,14.20,0
1003,407,6,3,87,17.20,0
1004,407,7,1,308,25.00,0
1005,407,8,1,294,60.00,0
1006,407,9,3,76,65.00,0
1007,407,10,3,89,215.00,0
1008,407,11,1,506,420.00,0
1009,407,12,2,226,460.00,0
1010,408,1,3,85,1.40,0
1011,408,2,1,293,2.00,0
1012,408,3,1,304,45.00,0
1013,408,4,3,83,50.00,0
1014,408,5,3,81,82.00,0
1015,408,6,3,79,200.00,0
1016,408,7,1,506,364.00,0
1017,408,8,2,226,400.00,0
1018,409,1,3,85,1.40,0
1019,409,2,1,293,2.00,0
1020,409,3,1,304,45.00,0
1021,409,4,3,83,50.00,0
1022,409,5,3,81,82.00,0
1023,409,6,3,79,200.00,0
1024,409,7,1,506,364.00,0
1025,409,8,2,226,400.00,0
1026,410,1,2,222,0.00,0
1027,411,1,2,223,0.00,0
1028,412,1,1,506,0.00,0
1029,412,2,2,221,0.00,0
1030,413,1,2,30,10.00,0
1031,413,2,1,30,15.00,0
1032,413,3,2,31,18.00,0
1033,414,1,2,134,24.00,1
1034,414,2,1,506,13.00,2
1035,414,3,3,54,7.00,3
1036,414,4,1,87,4.00,4
1037,414,5,3,91,1.00,5
1038,415,1,2,134,26.00,1
1039,415,2,1,506,14.00,2
1040,415,3,3,54,7.00,3
1041,415,4,1,87,4.00,4
1042,415,5,3,91,1.00,5
1043,416,1,2,134,4.62,1
1044,416,2,1,506,13.00,2
1045,416,3,3,54,7.00,3
1046,416,4,1,87,4.00,4
1047,416,5,3,91,1.00,5
1049,417,2,1,506,13.00,2
1050,417,3,3,54,7.00,3
1051,417,4,1,87,4.00,4
1052,417,5,3,91,1.00,5
1054,418,2,1,506,13.00,2
1055,418,3,3,54,7.00,3
1056,418,4,1,87,4.00,4
1057,418,5,3,91,1.00,5
1059,419,2,1,506,13.00,2
1060,419,3,3,54,7.00,3
1061,419,4,1,87,4.00,4
1062,419,5,3,91,1.00,5
1064,420,2,1,506,13.00,2
1065,420,3,3,54,7.00,3
1066,420,4,1,87,4.00,4
1067,420,5,3,91,1.00,5
1068,421,1,2,228,9.00,1
1069,421,2,1,355,8.00,1
1070,421,3,1,506,16.50,2
1071,421,4,3,120,3.25,3
1072,422,1,2,228,9.00,1
1073,422,2,1,30,8.00,1
1074,422,3,3,121,1.00,1
1075,422,4,1,506,17.60,2
1076,423,1,2,228,9.00,1
1077,423,2,1,118,8.00,1
1078,423,3,1,506,16.00,2
1079,423,4,1,145,1.00,3
1080,424,1,5,443,415.00,2
1081,424,2,3,96,20.00,3
1082,424,3,3,130,180.00,4
1083,424,4,3,92,135.00,4
1084,424,5,3,94,135.00,4
1085,424,6,1,293,15.00,5
1086,424,7,5,556,21.00,6
1087,424,8,5,560,21.00,6
1088,424,9,5,561,28.00,6
1089,425,1,2,134,24.00,1
1090,425,2,1,506,13.00,2
1091,425,3,3,54,7.00,3
1092,425,4,1,87,4.00,4
1093,425,5,3,91,1.00,5
1094,426,1,1,311,10.00,0
1095,426,2,1,340,10.00,0
1096,426,3,1,273,35.00,0
1097,426,4,3,98,220.00,0
1098,426,5,1,506,480.00,0
1099,426,6,2,229,550.00,0
1100,430,1,2,184,108.00,1
1102,430,3,1,506,184.20,2
1106,432,1,2,184,108.00,1
1107,432,2,1,207,96.00,1
1108,432,3,1,506,184.20,2
1109,433,1,5,553,90.00,1
1110,433,2,5,552,90.00,1
1111,433,3,5,551,90.00,1
1112,434,1,5,580,735.00,2
1113,434,2,1,309,2.50,3
1114,434,3,1,312,2.50,3
1115,434,4,1,193,13.00,3
1116,435,1,1,506,0.00,0
1117,436,1,2,99,195.00,1
1118,436,2,1,506,228.00,2
1119,436,3,3,64,102.00,3
1120,436,4,1,94,60.00,4
1121,437,1,2,100,195.00,1
1122,437,2,1,506,228.00,2
1123,437,3,3,64,162.00,3
1124,438,1,2,195,8.50,1
1125,438,2,2,196,5.00,1
1126,438,3,1,248,9.00,1
1127,438,4,1,8,0.20,1
1128,438,5,1,506,21.70,2
1129,439,1,2,195,8.50,1
1130,439,2,2,196,5.00,1
1131,439,3,1,247,9.00,1
1132,439,4,1,8,0.20,1
1133,439,5,1,506,22.00,2
1134,440,1,2,195,9.00,1
1135,440,2,2,196,5.00,1
1136,440,3,1,339,9.00,1
1137,440,4,1,8,0.20,1
1138,440,5,1,506,22.00,2
1139,443,1,2,224,120.00,1
1140,443,2,1,506,48.00,2
1141,443,3,3,76,21.00,3
1142,443,4,1,294,14.00,4
1143,445,1,2,279,650.00,1
1144,445,2,1,506,500.00,2
1145,445,3,3,110,45.00,3
1146,445,4,3,114,316.00,4
1147,445,5,3,119,8.00,5
1148,445,6,1,326,50.00,5
1149,445,7,1,325,23.00,5
1150,446,1,3,79,0.00,0
1151,446,2,3,81,0.00,0
1152,446,3,3,105,0.00,0
1153,446,4,1,333,0.00,0
1154,446,5,1,506,0.00,0
1155,447,1,3,70,0.00,0
1156,447,2,2,204,0.00,0
1157,447,3,1,506,0.00,0
1158,448,1,3,70,0.00,0
1159,448,2,2,203,0.00,0
1160,448,3,1,506,0.00,0
1161,449,1,2,109,210.00,1
1162,449,2,1,506,6.40,2
1163,449,3,3,52,4.50,3
1165,450,1,2,279,600.00,1
1166,450,2,1,506,380.00,2
1167,450,3,3,110,30.00,3
1168,450,4,3,214,100.00,4
1169,450,5,3,81,215.00,5
1170,450,6,1,293,9.40,6
1171,450,7,1,331,1.00,6
1172,450,8,3,202,5.00,6
1173,450,9,1,333,65.00,7
1174,450,10,5,565,23.30,7
1175,450,11,5,566,18.30,7
1176,450,12,3,79,43.00,7
1177,451,1,1,506,0.00,0
1178,451,2,3,85,1.00,0
1179,451,3,3,81,81.00,0
1180,452,1,1,506,0.00,0
1181,452,2,1,292,1.0e-03,0
1182,452,3,3,89,0.50,0
1183,452,4,3,87,12.50,0
1184,453,1,1,506,0.00,0
1185,453,2,1,292,1.0e-03,0
1186,453,3,3,89,0.50,0
1187,453,4,3,103,7.00,0
1188,453,5,3,81,14.00,0
1189,454,1,1,506,0.00,0
1190,454,2,1,292,1.0e-03,0
1191,454,3,3,89,0.50,0
1192,454,4,3,77,5.50,0
1193,455,1,1,506,0.00,0
1194,455,2,3,95,0.10,0
1195,455,3,3,79,0.40,0
1196,455,4,3,92,7.00,0
1197,456,1,1,506,0.00,0
1198,456,2,3,79,1.50,0
1199,456,3,3,95,6.00,0
1200,457,1,1,506,0.00,0
1201,457,2,3,95,0.10,0
1202,457,3,3,79,0.40,0
1203,457,4,3,92,1.50,0
1204,457,5,3,94,5.50,0
1205,458,1,1,506,0.00,0
1206,459,1,1,506,0.00,0
1207,460,1,1,506,0.00,0
1208,461,1,1,506,0.00,0
1209,463,1,2,258,219.00,1
1210,463,2,1,506,16.00,2
1211,463,3,3,96,1.00,3
1212,463,4,3,99,7.00,4
1213,463,5,1,265,19.00,5
1214,464,1,2,223,0.00,0
1215,466,1,2,134,24.00,1
1216,466,2,1,506,13.00,2
1217,466,3,3,54,7.00,3
1218,466,4,1,87,4.00,4
1219,466,5,3,91,1.00,5
1220,470,1,2,195,9.00,1
1221,470,2,2,196,5.00,1
1222,470,3,1,248,9.00,1
1223,470,4,1,8,0.20,1
1224,470,5,1,506,21.72,2
1225,471,1,2,195,9.00,1
1226,471,2,2,196,5.00,1
1227,471,3,1,247,9.00,1
1228,471,4,1,8,0.20,1
1229,471,5,1,506,21.76,2
1230,472,1,2,195,8.50,1
1231,472,2,2,196,5.00,1
1232,472,3,1,248,9.00,1
1233,472,4,1,8,0.20,1
1234,472,5,1,506,21.76,2
1235,473,1,2,195,8.50,1
1236,473,2,2,196,5.00,1
1237,473,3,1,247,9.00,1
1238,473,4,1,8,0.20,1
1239,473,5,1,506,21.76,2
1240,474,1,2,196,1.50,1
1241,474,2,3,149,2.00,0
1242,474,3,1,344,2.00,0
1243,474,4,1,367,7.00,1
1244,475,1,2,238,500.00,1
1245,475,2,1,378,8.00,1
1246,475,3,1,377,12.00,1
1247,475,4,1,323,35.00,1
1248,475,5,1,439,60.00,1
1249,475,6,1,506,580.00,2
1250,475,7,1,390,5.00,3
1251,476,1,1,390,5.00,0
1252,476,2,1,377,12.00,0
1253,476,3,1,378,22.00,0
1254,476,4,1,506,564.00,0
1255,476,5,2,240,570.00,0
1256,477,1,1,506,809.10,0
1257,477,2,2,247,870.00,0
1258,478,1,1,38,5.00,0
1259,478,2,3,132,180.00,0
1260,478,3,3,133,180.00,0
1261,478,4,1,506,558.00,0
1262,478,5,2,243,600.00,0
1263,479,1,1,300,0.00,0
1264,479,2,1,414,4.50,0
1265,479,3,1,38,5.00,0
1266,479,4,3,130,140.00,0
1267,479,5,3,133,140.00,0
1268,479,6,1,506,632.40,0
1269,479,7,2,243,680.00,0
1270,480,1,1,38,5.00,0
1271,480,2,3,135,5.00,0
1272,480,3,3,130,180.00,0
1273,480,4,3,133,180.00,0
1274,480,5,1,506,558.00,0
1275,480,6,2,243,600.00,0
1276,481,1,1,397,0.20,0
1277,481,2,1,443,6.00,0
1278,481,3,1,444,8.00,0
1279,481,4,3,162,10.00,0
1280,481,5,1,445,10.00,0
1281,481,6,1,322,30.00,0
1282,481,7,3,128,31.50,0
1283,481,8,3,130,230.00,0
1284,481,9,3,133,230.00,0
1285,481,10,1,506,734.70,0
1286,481,11,2,247,790.00,0
1287,482,1,1,110,2.50,0
1288,482,2,1,475,5.00,0
1289,482,3,3,128,10.00,0
1290,482,4,1,322,25.00,0
1291,482,5,3,130,65.10,0
1292,482,6,3,130,190.00,0
1293,482,7,3,133,190.00,0
1294,482,8,2,247,660.00,0
1295,483,1,1,475,5.00,0
1296,483,2,1,379,18.00,0
1297,483,3,1,322,25.00,0
1298,483,4,1,439,35.00,0
1299,483,5,3,139,160.00,0
1300,483,6,1,506,790.50,0
1301,483,7,2,247,850.00,0
1302,485,1,1,431,0.00,0
1303,485,2,1,432,0.00,0
1304,485,3,1,387,0.10,0
1305,485,4,1,475,2.50,0
1306,485,5,1,110,4.00,0
1307,485,6,1,322,12.00,0
1308,485,7,3,130,110.00,0
1309,485,8,3,133,110.00,0
1310,485,9,1,506,288.30,0
1311,485,10,2,247,310.00,0
1312,490,1,1,506,0.00,0
1313,490,2,3,132,1.00,0
1314,490,3,1,322,15.00,0
1315,490,4,3,133,170.00,0
1316,490,5,3,145,210.00,0
1317,490,6,2,251,850.00,0
1318,491,1,1,506,0.00,0
1319,491,2,1,110,1.00,0
1320,491,3,3,133,85.00,0
1321,491,4,3,145,85.00,0
1322,491,5,2,249,550.00,0
1323,491,6,1,415,0.00,0
1324,491,7,1,416,0.00,0
1325,492,1,1,434,0.00,0
1326,492,2,1,435,0.00,0
1327,492,3,1,436,0.00,0
1328,492,4,1,110,2.00,0
1329,492,5,3,135,2.00,0
1330,492,6,1,475,10.00,0
1331,492,7,3,133,190.00,0
1332,492,8,3,145,190.00,0
1333,492,9,1,506,641.25,0
1334,492,10,2,254,675.00,0
1335,492,11,1,433,0.00,0
1336,493,1,1,506,0.00,0
1337,494,1,2,252,600.00,1
1338,494,2,1,506,558.00,2
1339,494,3,1,395,25.00,3
1340,494,4,3,133,170.00,4
1341,494,5,3,145,170.00,5
1342,494,6,1,475,5.00,5
1343,494,7,1,331,5.00,6
1344,494,8,1,441,5.00,6
1345,494,9,1,446,5.00,6
1346,495,1,1,506,0.00,0
1347,495,2,1,110,5.00,0
1348,495,3,3,190,5.00,0
1349,495,4,3,180,10.00,0
1350,495,5,1,395,42.00,0
1351,495,6,1,362,340.00,0
1352,495,7,3,145,440.00,0
1353,495,8,2,255,1090.00,0
1354,495,9,1,437,0.00,0
1355,495,10,1,442,0.00,0
1356,495,11,1,465,0.00,0
1357,496,1,1,506,0.00,0
1358,497,1,2,205,9.00,1
1359,497,2,1,454,7.50,1
1360,497,3,1,506,0.00,2
1361,497,4,3,172,4.00,3
1362,497,5,1,344,0.50,3
1363,498,1,1,506,0.00,0
1364,499,1,1,38,0.00,0
1365,499,2,3,133,0.00,0
1366,499,3,3,145,0.00,0
1367,499,4,1,293,0.00,0
1368,499,5,1,322,0.00,0
1369,499,6,1,506,0.00,0
1370,499,7,2,256,610.00,0
1371,500,1,1,506,0.00,0
1372,501,1,1,343,0.20,0
1373,501,2,2,196,1.30,0
1374,501,3,3,164,2.00,0
1375,501,4,3,160,4.00,0
1376,501,5,2,195,8.50,0
1377,501,6,1,259,9.00,0
1378,502,1,2,173,10.00,1
1379,502,2,1,506,6.50,2
1380,502,3,1,338,5.00,3
1381,502,4,1,265,7.00,4
1382,503,1,2,154,16.00,1
1383,503,2,1,506,7.00,2
1384,503,3,3,154,5.00,3
1385,503,4,1,265,6.00,4
1386,503,5,1,176,1.00,5
1387,504,1,2,230,210.00,1
1388,504,2,1,506,7.00,2
1389,504,3,3,99,4.50,3
1390,504,4,1,265,6.00,4
1391,504,5,1,461,2.00,5
1392,505,1,2,230,210.00,1
1393,505,2,1,506,7.00,2
1394,505,3,3,99,4.50,3
1395,505,4,1,265,7.00,4
1396,505,5,1,451,1.00,5
1397,506,1,2,258,380.00,1
1398,506,2,1,254,1.00,2
1399,506,3,1,506,785.00,2
1400,506,4,3,96,40.00,3
1401,506,5,3,99,320.00,4
1402,506,6,1,265,260.00,5
1403,506,7,3,109,2.00,6
1404,506,8,3,81,4.00,6
1405,506,9,3,105,4.00,6
1406,506,10,3,87,4.00,6
1407,506,11,1,110,10.00,7
1408,506,12,3,163,6.00,8
1409,506,13,3,162,8.00,8
1410,507,1,3,120,5.00,0
1411,507,2,3,156,5.00,0
1412,507,3,1,425,7.00,0
1413,507,4,1,427,7.00,0
1414,507,5,2,195,8.50,0
1415,508,1,3,165,1.00,0
1416,508,2,3,161,5.00,0
1417,508,3,1,265,6.00,0
1418,508,4,1,506,7.00,0
1419,508,5,2,154,14.50,0
1420,509,1,2,279,1000.00,1
1421,509,2,1,506,640.00,2
1422,509,3,3,110,30.00,3
1423,509,4,3,214,150.00,4
1424,509,5,1,506,-49.00,5
1425,509,6,3,166,568.00,6
1426,509,7,1,331,5.00,7
1427,509,8,1,110,4.00,7
1428,509,9,3,202,5.00,7
1429,509,10,3,169,2.00,7
1430,509,11,3,87,85.00,8
1431,509,12,1,333,40.00,8
1432,509,13,5,567,60.50,8
1433,509,14,5,568,46.50,8
1434,510,1,5,580,735.00,2
1435,510,2,3,157,3.50,3
1436,510,3,3,158,3.50,3
1437,510,4,3,159,3.50,3
1438,510,5,3,81,3.00,3
1439,510,6,3,105,1.50,3
1440,512,1,2,259,500.00,1
1441,512,2,1,506,442.00,2
1442,512,3,3,167,190.00,3
1443,512,4,1,326,26.00,4
1444,512,5,1,325,39.00,4
1445,513,1,5,443,415.00,2
1446,513,2,3,96,20.00,3
1447,513,3,3,92,180.00,4
1448,513,4,3,94,135.00,4
1449,513,5,3,130,135.00,4
1450,513,6,1,293,15.00,5
1451,513,7,5,556,21.00,5
1452,513,8,5,560,21.00,5
1453,513,9,5,561,28.00,5
1454,514,1,2,184,18.00,1
1455,514,2,2,185,10.00,1
1456,514,3,1,188,15.00,1
1457,514,4,1,506,39.00,2
1458,515,1,1,38,0.00,0
1459,515,2,3,133,0.00,0
1460,515,3,3,145,0.00,0
1461,515,4,2,256,0.00,0
1462,515,5,1,293,0.00,0
1463,515,6,1,322,0.00,0
1464,515,7,1,506,0.00,0
1465,516,1,1,8,0.20,0
1466,516,2,2,206,5.00,0
1467,516,3,2,205,9.00,0
1468,516,4,1,258,9.00,0
1469,517,1,2,214,260.00,1
1470,517,2,1,506,230.00,2
1471,517,3,3,72,140.00,3
1472,517,4,1,276,56.00,4
1473,518,1,2,283,900.00,1
1474,518,2,1,506,830.00,2
1475,518,3,3,221,800.00,3
1476,518,4,1,364,60.00,4
1477,519,1,2,109,210.00,1
1478,519,2,1,506,51.20,2
1479,519,3,3,171,48.00,3
1480,519,4,1,65,48.00,4
1481,519,5,1,67,4.00,5
1482,520,1,2,262,900.00,1
1483,520,2,1,506,830.00,2
1484,520,3,3,173,730.00,3
1485,520,4,3,121,50.00,4
1486,520,5,1,502,25.00,5
1487,521,1,2,293,800.00,1
1488,521,2,1,506,650.00,2
1489,521,3,3,110,10.00,3
1490,521,4,3,76,80.00,4
1491,521,5,1,294,70.00,5
1492,521,6,3,182,400.00,6
1493,521,7,3,183,5.00,7
1494,521,8,3,145,2.50,8
1495,521,9,3,179,5.00,8
1496,522,1,2,263,550.00,1
1497,522,2,1,506,435.00,2
1498,522,3,3,110,15.00,3
1499,522,4,3,76,60.00,4
1500,522,5,1,294,60.00,5
1501,522,6,3,176,310.00,6
1502,522,7,1,110,10.00,7
1503,522,8,3,181,4.00,8
1504,522,9,3,179,3.00,8
1505,522,10,3,145,4.50,8
1506,522,11,3,178,5.00,8
1507,522,12,3,143,2.00,8
1508,523,1,2,293,450.00,1
1509,523,2,2,267,550.00,1
1510,523,3,1,506,533.00,2
1511,523,4,3,185,300.00,3
1512,523,5,1,294,60.00,4
1513,523,6,3,186,40.00,5
1514,523,7,3,187,40.00,5
1515,523,8,3,188,40.00,5
1516,523,9,3,189,7.00,5
1517,523,10,1,419,50.00,5
1518,524,1,2,265,640.00,1
1519,524,2,1,506,565.00,2
1520,524,3,3,110,20.00,3
1521,524,4,3,62,370.00,4
1522,524,5,5,536,507.00,5
1523,524,6,1,193,7.00,5
1524,524,7,1,405,10.00,5
1525,524,8,1,421,15.00,5
1526,525,1,5,554,560.00,2
1527,525,2,3,110,22.00,3
1528,525,3,3,185,310.00,4
1529,525,4,1,65,8.00,5
1530,525,5,1,424,65.00,5
1531,526,1,2,184,18.00,1
1532,526,2,2,185,10.00,1
1534,526,4,1,506,38.50,2
1535,527,1,1,506,0.00,0
1536,529,1,5,443,415.00,2
1537,529,2,3,96,20.00,3
1538,529,3,3,81,135.00,4
1539,529,4,3,100,135.00,4
1540,529,5,3,191,180.00,4
1541,529,6,1,293,15.00,5
1542,529,7,5,562,39.00,6
1543,529,8,5,563,26.00,6
1544,529,9,5,564,48.00,6
1545,530,1,2,158,9.00,1
1546,530,2,2,159,5.00,1
1547,530,3,1,261,9.50,1
1548,530,4,1,8,0.20,1
1549,530,5,1,506,22.00,2
1550,531,1,2,224,0.00,0
1551,531,2,1,506,0.00,0
1552,531,3,3,107,0.10,0
1553,531,4,1,397,0.10,0
1554,531,5,3,126,1.30,0
1555,531,6,1,293,1.50,0
1556,531,7,3,96,2.00,0
1557,531,8,1,294,14.00,0
1558,531,9,3,76,21.00,0
1559,531,10,3,124,45.00,0
1560,531,11,3,130,45.00,0
1562,532,2,1,506,114.00,2
1563,532,3,1,88,81.00,3
1565,533,2,1,506,114.00,2
1566,533,3,3,62,81.00,3
1567,534,1,2,269,855.00,1
1568,534,2,1,506,780.00,2
1569,534,3,3,63,225.00,3
1570,534,4,1,419,5.00,4
1571,534,5,1,422,5.00,4
1572,534,6,1,420,10.00,4
1573,534,7,1,421,10.00,4
1574,534,8,1,405,21.00,4
1575,535,1,2,268,865.00,1
1576,535,2,1,506,788.00,2
1577,535,3,3,76,240.00,3
1578,535,4,1,294,75.00,4
1579,535,5,1,420,8.00,5
1580,535,6,1,423,8.00,5
1581,535,7,1,405,14.00,5
1582,536,1,2,61,15.00,1
1583,536,2,1,506,10.00,2
1584,536,3,3,64,8.00,3
1585,536,4,1,65,8.00,4
1586,537,1,5,580,735.00,2
1587,537,2,1,479,4.00,3
1588,537,3,1,411,4.00,3
1589,537,4,1,376,9.00,3
1590,538,1,3,199,0.10,0
1591,538,2,1,397,0.20,0
1592,538,3,1,293,2.00,0
1593,538,4,3,76,80.00,0
1594,538,5,1,294,80.00,0
1595,538,6,3,89,400.00,
1596,538,7,1,506,720.00,0
1597,538,8,2,272,850.00,
1598,539,1,2,134,24.00,1
1599,539,2,1,506,13.00,2
1600,539,3,3,54,7.00,3
1601,539,4,1,87,4.00,4
1602,539,5,3,91,1.00,5
1603,540,1,2,209,0.00,0
1604,541,1,2,109,210.00,1
1605,541,2,1,506,51.00,2
1606,541,3,3,47,36.00,3
1607,541,4,1,65,45.00,4
1608,542,1,2,109,6.00,0
1609,542,2,3,71,36.00,0
1610,542,3,1,65,40.00,0
1611,542,4,1,506,51.00,0
1612,543,1,5,542,10.00,1
1613,543,2,5,541,10.00,1
1614,545,1,5,570,90.00,1
1615,545,2,5,571,90.00,1
1616,545,3,5,569,90.00,1
1617,546,1,5,570,90.00,1
1618,546,2,5,571,90.00,1
1619,546,3,5,569,90.00,1
1620,547,1,5,534,0.00,1
1621,547,2,5,535,0.00,1
1625,549,1,2,274,330.00,1
1626,549,2,2,274,300.00,1
1627,549,3,1,506,220.00,2
1628,549,4,1,506,260.00,2
1629,549,5,3,110,30.00,3
1630,549,6,3,167,110.00,4
1631,549,7,3,210,280.00,5
1632,549,8,3,202,5.00,6
1633,549,9,1,493,60.00,7
1634,550,1,2,276,850.00,1
1635,550,2,2,275,850.00,1
1636,550,3,1,506,290.00,2
1637,550,4,1,506,310.00,2
1638,550,5,3,110,40.00,3
1639,550,6,3,202,5.00,4
1640,550,7,3,211,150.00,5
1641,550,8,1,491,30.00,6
1642,550,9,3,210,340.00,7
1643,551,1,2,62,18.00,1
1644,551,2,1,117,15.00,1
1645,551,3,1,506,30.00,2
1646,552,1,2,62,18.00,1
1647,552,2,1,44,15.00,1
1648,552,3,1,506,30.00,2
1649,553,1,2,62,18.00,1
1650,553,2,1,92,15.00,1
1651,553,3,1,506,30.00,2
1652,554,1,2,266,140.00,1
1653,554,2,1,506,360.00,2
1654,554,3,3,62,200.00,3
1655,555,1,2,210,13.00,1
1656,555,2,1,506,9.00,2
1657,555,3,3,55,7.50,3
1659,555,5,1,193,0.70,5
1660,556,1,3,94,3.50,1
1661,556,2,3,92,2.00,1
1662,556,3,3,100,0.50,1
1663,556,4,3,79,1.00,1
1664,557,1,2,62,18.00,1
1665,557,2,1,207,16.00,1
1666,557,3,1,506,30.00,2
1668,558,2,1,208,16.00,1
1669,558,3,1,506,30.70,2
1670,559,1,2,62,18.00,1
1671,559,2,1,209,16.00,1
1672,559,3,1,506,30.00,2
1673,560,1,3,100,5.00,1
1674,560,2,3,79,2.00,1
1675,561,1,3,92,5.00,1
1676,561,2,3,100,1.00,1
1677,561,3,3,79,1.00,1
1678,562,1,3,81,7.00,1
1679,562,2,3,103,4.00,1
1680,562,3,3,79,1.00,1
1681,562,4,3,100,1.00,1
1682,563,1,3,192,6.00,1
1683,563,2,3,100,2.50,1
1684,564,1,3,79,1.00,1
1685,564,2,3,100,1.00,1
1686,564,3,3,191,10.00,1
1687,565,1,3,79,3.00,1
1688,565,2,3,81,20.00,1
1689,565,3,3,215,0.30,1
1690,566,1,3,79,3.00,1
1691,566,2,3,105,15.00,1
1692,566,3,3,215,0.30,1
1693,567,1,1,333,1.50,1
1694,567,2,3,126,9.00,1
1695,567,3,3,81,39.00,1
1696,567,4,3,145,10.50,1
1697,567,5,3,215,0.50,1
1698,568,1,3,105,31.00,1
1699,568,2,3,126,9.50,1
1700,568,3,3,145,5.50,1
1701,568,4,3,215,0.50,1
1702,569,1,2,184,18.00,1
1703,569,2,1,117,15.00,1
1704,569,3,1,506,30.00,2
1705,570,1,2,184,18.00,1
1706,570,2,1,44,15.00,1
1707,570,3,1,506,30.00,2
1708,571,1,2,184,18.00,1
1709,571,2,1,92,15.00,1
1710,571,3,1,506,30.00,2
1711,572,1,2,62,18.00,1
1713,572,3,1,506,30.00,2
1714,573,1,2,184,18.00,1
1716,573,3,1,506,30.70,2
1717,574,1,2,184,18.00,1
1718,574,2,1,207,16.00,1
1719,574,3,1,506,30.70,2
1720,575,1,2,184,18.00,1
1721,575,2,1,209,16.00,1
1722,575,3,1,506,30.70,2
1723,576,1,2,184,21.00,1
1724,576,2,1,44,15.00,1
1725,576,3,1,506,33.00,2
1726,577,1,2,184,21.00,1
1727,577,2,1,117,15.00,1
1728,577,3,1,506,33.00,2
1731,578,3,1,506,30.00,2
1732,579,1,5,580,735.00,2
1733,579,2,3,158,11.00,3
1734,579,3,1,483,2.00,3
1735,579,4,1,508,2.00,3
1736,580,1,2,258,215.00,1
1737,580,2,1,506,18.00,2
